Topic_name,Question_name,Striver_link,leetcode_link,other_link,gfg_link
Binary Search Trees,Inorder Successor/Predecessor in BS…,,https://leetcode.com/problems/inorder-successor-in-bst/,https://www.codingninjas.com/studio/problems/predecessor-and-successor-in-bst_893049?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Search Trees,Merge 2 BST's,,https://leetcode.com/problems/binary-search-tree-iterator/,https://www.codingninjas.com/studio/problems/merge-two-bsts_920474?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Search Trees,Two Sum In BST | Check if there exi…,,https://leetcode.com/problems/two-sum-iv-input-is-a-bst/,https://www.codingninjas.com/studio/problems/pair-sum-in-bst._920493?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Search Trees,Recover BST | Correct BST with two …,,https://leetcode.com/problems/recover-binary-search-tree/,https://www.codingninjas.com/studio/problems/fix-bst_873137?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Search Trees,Largest BST in Binary Tree,,,https://www.codingninjas.com/studio/problems/size-of-largest-bst-in-binary-tree_893103?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,,https://takeuforward.org/graph/strongly-connected-components-kosarajus-algorithm-g-54/,,https://www.codingninjas.com/studio/problems/count-strongly-connected-components-(kosaraju%E2%80%99s-algorithm)_1171151?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Graph and Types,https://takeuforward.org/graph/introduction-to-graph/,,https://www.codingninjas.com/studio/problems/counting-graphs_8357237?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Graph Representation | C++,https://takeuforward.org/graph/graph-representation-in-c/,,https://www.codingninjas.com/studio/problems/creating-and-printing_1214551?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Graph Representation | Java,,,https://www.codingninjas.com/studio/problems/creating-and-printing_1214551?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Connected Components | Logic Explan…,https://takeuforward.org/graph/connected-components-in-graphs/,,https://www.codingninjas.com/studio/problems/find-the-number-of-states_1377943?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,BFS,https://takeuforward.org/graph/breadth-first-search-bfs-level-order-traversal/,https://practice.geeksforgeeks.org/problems/bfs-traversal-of-graph/1,https://www.codingninjas.com/studio/problems/bfs-in-graph_973002?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,DFS,https://takeuforward.org/data-structure/depth-first-search-dfs/,https://practice.geeksforgeeks.org/problems/depth-first-traversal-for-a-graph/1,https://www.codingninjas.com/studio/problems/dfs-traversal_630462?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Number of provinces (leetcode),https://takeuforward.org/data-structure/number-of-provinces/,"https://leetcode.com/problems/number-of-provinces/#:~:text=A%20province%20is%20a%20group,the%20total%20number%20of%20provinces.",https://www.codingninjas.com/studio/problems/find-the-number-of-states_1377943?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Connected Components Problem in Mat…,,,https://www.codingninjas.com/studio/problems/find-the-number-of-states_1377943?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Rotten Oranges,https://takeuforward.org/data-structure/rotten-oranges-min-time-to-rot-all-oranges-bfs/,https://leetcode.com/problems/rotting-oranges/,https://www.codingninjas.com/studio/problems/rotting-oranges_701655?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Flood fill,https://takeuforward.org/graph/flood-fill-algorithm-graphs/,https://leetcode.com/problems/flood-fill/,https://www.codingninjas.com/studio/problems/flood-fill-_1082141?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Cycle Detection in unirected Graph …,https://takeuforward.org/data-structure/detect-cycle-in-an-undirected-graph-using-bfs/,,https://www.codingninjas.com/studio/problems/detect-cycle-in-an-undirected-graph-_758967?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Cycle Detection in undirected Graph…,https://takeuforward.org/data-structure/detect-cycle-in-an-undirected-graph-using-dfs/,,https://www.codingninjas.com/studio/problems/detect-cycle-in-an-undirected-graph-_758967?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,0/1 Matrix (Bfs Problem),https://takeuforward.org/graph/distance-of-nearest-cell-having-1/,https://leetcode.com/problems/01-matrix/,https://www.codingninjas.com/studio/problems/distance-of-nearest-cell-having-1-in-a-binary-matrix_1169913?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Surrounded Regions (dfs),https://takeuforward.org/graph/surrounded-regions-replace-os-with-xs/,https://leetcode.com/problems/surrounded-regions/,https://www.codingninjas.com/studio/problems/replace-%E2%80%98o%E2%80%99-with-%E2%80%98x%E2%80%99_630517?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Number of Enclaves [flood fill impl…,https://takeuforward.org/graph/number-of-enclaves/,https://leetcode.com/problems/number-of-enclaves/,https://www.codingninjas.com/studio/problems/matrix-traps_8365440?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Word ladder - 1,https://takeuforward.org/graph/word-ladder-i-g-29/,https://leetcode.com/problems/word-ladder/,https://www.codingninjas.com/studio/problems/word-ladder_1102319?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Word ladder - 2,https://takeuforward.org/graph/g-30-word-ladder-ii/,https://leetcode.com/problems/word-ladder-ii/,https://www.codingninjas.com/codestudio/problems/shortest-transition-paths_8391015?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Number of Distinct Islands [dfs mul…,https://takeuforward.org/data-structure/number-of-islands/,https://leetcode.com/problems/number-of-distinct-islands-ii/,https://www.codingninjas.com/studio/problems/distinct-islands_630460?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Bipartite Graph (DFS),https://takeuforward.org/graph/bipartite-graph-dfs-implementation/,https://leetcode.com/problems/is-graph-bipartite/,https://www.codingninjas.com/studio/problems/check-bipartite-graph-_920551?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Cycle Detection in Directed Graph (…,,,https://www.codingninjas.com/studio/problems/detect-cycle-in-a-directed-graph_1062626?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Topo Sort,https://takeuforward.org/data-structure/topological-sort-algorithm-dfs-g-21/,,https://www.codingninjas.com/studio/problems/topological-sorting_973003?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Kahn's Algorithm,https://takeuforward.org/data-structure/kahns-algorithm-topological-sort-algorithm-bfs-g-22/,,https://www.codingninjas.com/studio/problems/topological-sorting_973003?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Course Schedule - I,https://takeuforward.org/data-structure/course-schedule-i-and-ii-pre-requisite-tasks-topological-sort-g-24/,https://leetcode.com/problems/course-schedule/,https://www.codingninjas.com/studio/problems/course-schedule-ii_1069243?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Course Schedule - II,https://takeuforward.org/data-structure/course-schedule-i-and-ii-pre-requisite-tasks-topological-sort-g-24/,https://leetcode.com/problems/course-schedule-ii/,https://www.codingninjas.com/studio/problems/course-schedule-ii_1069243?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Find eventual safe states,https://takeuforward.org/data-structure/find-eventual-safe-states-bfs-topological-sort-g-25/,https://leetcode.com/problems/find-eventual-safe-states/,https://www.codingninjas.com/studio/problems/safe-nodes-in-the-graph_1376703?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Alien dictionary,https://takeuforward.org/data-structure/alien-dictionary-topological-sort-g-26/,https://leetcode.com/problems/alien-dictionary/solution/,https://www.codingninjas.com/studio/problems/alien-dictionary_630423?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Shortest Path in UG with unit weigh…,https://takeuforward.org/data-structure/shortest-path-in-undirected-graph-with-unit-distance-g-28/,,https://www.codingninjas.com/codestudio/problems/single-source-shortest-path_8416371?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Shortest Path in DAG,https://takeuforward.org/data-structure/shortest-path-in-directed-acyclic-graph-topological-sort-g-27/,,https://www.codingninjas.com/codestudio/problems/shortest-path-in-dag_8381897?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Djisktra's Algorithm,https://takeuforward.org/data-structure/dijkstras-algorithm-using-set-g-33/,,https://www.codingninjas.com/studio/problems/dijkstra's-shortest-path_985358?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Why priority Queue is used in Djisk…,https://takeuforward.org/data-structure/dijkstras-algorithm-using-priority-queue-g-32/,,https://www.codingninjas.com/studio/problems/dijkstra's-shortest-path_985358?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Shortest path in a binary maze,https://takeuforward.org/data-structure/g-36-shortest-distance-in-a-binary-maze/,https://leetcode.com/problems/shortest-path-in-binary-matrix/,https://www.codingninjas.com/studio/problems/shortest-path-in-a-binary-maze_893065?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Path with minimum effort,https://takeuforward.org/data-structure/g-37-path-with-minimum-effort/,https://leetcode.com/problems/path-with-minimum-effort/,https://www.codingninjas.com/studio/problems/path-with-minimum-effort_1380958?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Cheapest flights within k stops,https://takeuforward.org/data-structure/g-38-cheapest-flights-within-k-stops/,https://leetcode.com/problems/cheapest-flights-within-k-stops/,https://www.codingninjas.com/studio/problems/saving-money_1171195?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Network Delay time,,https://leetcode.com/problems/network-delay-time/,https://www.codingninjas.com/studio/problems/network-delay-time_1382215?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Number of ways to arrive at destina…,https://takeuforward.org/data-structure/g-40-number-of-ways-to-arrive-at-destination/,https://leetcode.com/problems/number-of-ways-to-arrive-at-destination/,https://www.codingninjas.com/studio/problems/number-of-ways_8360639?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Minimum steps to reach end from sta…,https://takeuforward.org/graph/g-39-minimum-multiplications-to-reach-end/,,https://www.codingninjas.com/studio/problems/minimum-operations_8360665?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Bellman Ford Algorithm,https://takeuforward.org/data-structure/bellman-ford-algorithm-g-41/,,https://www.codingninjas.com/studio/problems/bellman-ford_2041977?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Floyd Warshal Algorithm,https://takeuforward.org/data-structure/floyd-warshall-algorithm-g-42/,,https://www.codingninjas.com/studio/problems/floyd-warshall_2041979?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Find the city with the smallest num…,https://takeuforward.org/data-structure/find-the-city-with-the-smallest-number-of-neighbours-at-a-threshold-distance-g-43/,https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance/,https://www.codingninjas.com/studio/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance_1264289?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Minimum Spanning Tree,https://takeuforward.org/data-structure/minimum-spanning-tree-theory-g-44/,,https://www.codingninjas.com/studio/problems/minimum-spanning-tree_631769?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Prim's Algorithm,https://takeuforward.org/data-structure/prims-algorithm-minimum-spanning-tree-c-and-java-g-45/,,https://www.codingninjas.com/studio/problems/minimum-spanning-tree_631769?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Disjoint Set [Union by Rank],https://takeuforward.org/data-structure/disjoint-set-union-by-rank-union-by-size-path-compression-g-46/,,https://www.codingninjas.com/studio/problems/data-stream-as-disjoint-intervals_1382362?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Disjoint Set [Union by Size],https://takeuforward.org/data-structure/disjoint-set-union-by-rank-union-by-size-path-compression-g-46/,,https://www.codingninjas.com/studio/problems/data-stream-as-disjoint-intervals_1382362?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Kruskal's Algorithm,https://takeuforward.org/data-structure/kruskals-algorithm-minimum-spanning-tree-g-47/,,https://www.codingninjas.com/studio/problems/kruskal%E2%80%99s-minimum-spanning-tree-algorithm_1082553?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Number of operations to make networ…,https://takeuforward.org/data-structure/number-of-operations-to-make-network-connected-dsu-g-49/,https://leetcode.com/problems/number-of-operations-to-make-network-connected/,https://www.codingninjas.com/studio/problems/number-of-operations-to-make-graph-connected._1385179?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Most stones removed with same rows …,https://takeuforward.org/data-structure/most-stones-removed-with-same-row-or-column-dsu-g-53/,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column/,https://www.codingninjas.com/studio/problems/-most-stones-removed-with-same-row-or-column_1376597?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Accounts merge,https://takeuforward.org/data-structure/accounts-merge-dsu-g-50/,https://leetcode.com/problems/accounts-merge/,https://www.codingninjas.com/studio/problems/accounts-merge_1089558?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Number of island II,https://takeuforward.org/graph/number-of-islands-ii-online-queries-dsu-g-51/,https://leetcode.com/problems/number-of-islands-ii/,https://www.codingninjas.com/studio/problems/largest-island_840701?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Making a Large Island,https://takeuforward.org/data-structure/making-a-large-island-dsu-g-52/,https://leetcode.com/problems/making-a-large-island/,https://www.codingninjas.com/studio/problems/making-the-largest-island_1381282?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Swim in rising water,,https://leetcode.com/problems/swim-in-rising-water/,https://www.codingninjas.com/studio/problems/minimum-time_8360128?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Bridges in Graph,https://takeuforward.org/graph/bridges-in-graph-using-tarjans-algorithm-of-time-in-and-low-time-g-55/,https://leetcode.com/problems/critical-connections-in-a-network/discuss/382385/find-bridges-in-a-graph,https://www.codingninjas.com/studio/problems/bridges-in-a-graph_893026?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Articulation Point,https://takeuforward.org/data-structure/articulation-point-in-graph-g-56/,,https://www.codingninjas.com/codestudio/problems/articulation-point_840708?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Graphs,Kosaraju's Algorithm,https://takeuforward.org/graph/strongly-connected-components-kosarajus-algorithm-g-54/,,https://www.codingninjas.com/studio/problems/count-strongly-connected-components-(kosaraju%E2%80%99s-algorithm)_1171151?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,,https://takeuforward.org/data-structure/count-square-submatrices-with-all-1s-dp-on-rectangles-dp-56/,https://leetcode.com/problems/count-square-submatrices-with-all-ones/,,
Dynamic Programming,Dynamic Programming Introduction,https://takeuforward.org/data-structure/dynamic-programming-introduction/,,https://www.codingninjas.com/studio/problems/nth-fibonacci-number_74156?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Climbing Stars,https://takeuforward.org/data-structure/dynamic-programming-climbing-stairs/,https://leetcode.com/problems/climbing-stairs/,https://www.codingninjas.com/studio/problems/count-ways-to-reach-the-n-th-stairs_798650?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Frog Jump(DP-3),https://takeuforward.org/data-structure/dynamic-programming-frog-jump-dp-3/,,https://www.codingninjas.com/studio/problems/frog-jump_3621012?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Frog Jump with k distances(DP-4),https://takeuforward.org/data-structure/dynamic-programming-frog-jump-with-k-distances-dp-4/,,https://www.codingninjas.com/studio/problems/minimal-cost_8180930?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Maximum sum of non-adjacent element…,https://takeuforward.org/data-structure/maximum-sum-of-non-adjacent-elements-dp-5/,,https://www.codingninjas.com/studio/problems/maximum-sum-of-non-adjacent-elements_843261?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,House Robber (DP 6),https://takeuforward.org/data-structure/dynamic-programming-house-robber-dp-6/,,https://www.codingninjas.com/studio/problems/house-robber-ii_839733?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Ninja's Training (DP 7),https://takeuforward.org/data-structure/dynamic-programming-ninjas-training-dp-7/,,https://www.codingninjas.com/studio/problems/ninja%E2%80%99s-training_3621003?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Grid Unique Paths : DP on Grids (DP…,https://takeuforward.org/data-structure/grid-unique-paths-dp-on-grids-dp8/,https://leetcode.com/problems/unique-paths/,https://www.codingninjas.com/studio/problems/unique-paths_1081470?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Grid Unique Paths 2 (DP 9),https://takeuforward.org/data-structure/grid-unique-paths-2-dp-9/,https://leetcode.com/problems/unique-paths-ii/,https://www.codingninjas.com/studio/problems/unique-paths-ii_977241?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Minimum path sum in Grid (DP 10),https://takeuforward.org/data-structure/minimum-path-sum-in-a-grid-dp-10/,https://leetcode.com/problems/minimum-path-sum/,https://www.codingninjas.com/studio/problems/minimum-path-sum_985349?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Minimum path sum in Triangular Grid…,https://takeuforward.org/data-structure/minimum-path-sum-in-triangular-grid-dp-11/,https://leetcode.com/problems/triangle/,https://www.codingninjas.com/studio/problems/triangle_1229398?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Minimum/Maximum Falling Path Sum (D…,https://takeuforward.org/data-structure/minimum-maximum-falling-path-sum-dp-12/,https://leetcode.com/problems/minimum-falling-path-sum/,https://www.codingninjas.com/studio/problems/maximum-path-sum-in-the-matrix_797998?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,3-d DP : Ninja and his friends (DP-…,https://takeuforward.org/data-structure/3-d-dp-ninja-and-his-friends-dp-13/,,https://www.codingninjas.com/studio/problems/chocolate-pickup_3125885?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Subset sum equal to target (DP- 14),https://takeuforward.org/data-structure/subset-sum-equal-to-target-dp-14/,,https://www.codingninjas.com/studio/problems/subset-sum-equal-to-k_1550954?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Partition Equal Subset Sum (DP- 15),https://takeuforward.org/data-structure/partition-equal-subset-sum-dp-15/,https://leetcode.com/problems/partition-equal-subset-sum/,https://www.codingninjas.com/studio/problems/partition-equal-subset-sum-_892980?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Partition Set Into 2 Subsets With M…,https://takeuforward.org/data-structure/partition-set-into-2-subsets-with-min-absolute-sum-diff-dp-16/,https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference/,https://www.codingninjas.com/studio/problems/partition-a-set-into-two-subsets-such-that-the-difference-of-subset-sums-is-minimum._842494?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Count Subsets with Sum K (DP - 17),https://takeuforward.org/data-structure/count-subsets-with-sum-k-dp-17/,,https://www.codingninjas.com/studio/problems/count-subsets-with-sum-k_3952532?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Count Partitions with Given Differe…,https://takeuforward.org/data-structure/count-partitions-with-given-difference-dp-18/,,https://www.codingninjas.com/studio/problems/partitions-with-given-difference_3751628?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,0/1 Knapsack (DP - 19),https://takeuforward.org/data-structure/0-1-knapsack-dp-19/,,https://www.codingninjas.com/studio/problems/0-1-knapsack_920542?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Minimum Coins (DP - 20),https://takeuforward.org/data-structure/minimum-coins-dp-20/,https://leetcode.com/problems/coin-change/,https://www.codingninjas.com/studio/problems/minimum-elements_3843091?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Target Sum (DP - 21),https://takeuforward.org/data-structure/target-sum-dp-21/,https://leetcode.com/problems/target-sum/,https://www.codingninjas.com/studio/problems/target-sum_4127362?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Coin Change 2 (DP - 22),https://takeuforward.org/data-structure/coin-change-2-dp-22/,https://leetcode.com/problems/coin-change-2/,https://www.codingninjas.com/studio/problems/ways-to-make-coin-change_630471?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Unbounded Knapsack (DP - 23),https://takeuforward.org/data-structure/unbounded-knapsack-dp-23/,,https://www.codingninjas.com/studio/problems/unbounded-knapsack_1215029?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Rod Cutting Problem | (DP - 24),https://takeuforward.org/data-structure/rod-cutting-problem-dp-24/,,https://www.codingninjas.com/studio/problems/rod-cutting-problem_800284?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Longest Common Subsequence | (DP - …,https://takeuforward.org/data-structure/longest-common-subsequence-dp-25/,https://leetcode.com/problems/longest-common-subsequence/,https://www.codingninjas.com/studio/problems/longest-common-subsequence_624879?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Print Longest Common Subsequence | …,https://takeuforward.org/data-structure/print-longest-common-subsequence-dp-26/,,https://www.codingninjas.com/codestudio/problems/print-longest-common-subsequence_8416383?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Longest Common Substring | (DP - 27…,https://takeuforward.org/data-structure/longest-common-substring-dp-27/,,https://www.codingninjas.com/studio/problems/longest-common-substring_1235207?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Longest Palindromic Subsequence | (…,https://takeuforward.org/data-structure/longest-palindromic-subsequence-dp-28/,https://leetcode.com/problems/longest-palindromic-subsequence/,https://www.codingninjas.com/studio/problems/longest-palindromic-subsequence_842787?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Minimum insertions to make string p…,https://takeuforward.org/data-structure/minimum-insertions-to-make-string-palindrome-dp-29/,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome/,https://www.codingninjas.com/studio/problems/minimum-insertions-to-make-a-string-palindrome_985293?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Minimum Insertions/Deletions to Con…,https://takeuforward.org/data-structure/minimum-insertions-deletions-to-convert-string-dp-30/,https://leetcode.com/problems/delete-operation-for-two-strings/,https://www.codingninjas.com/studio/problems/minimum-number-of-deletions-and-insertions_4244510?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Shortest Common Supersequence | (DP…,https://takeuforward.org/data-structure/shortest-common-supersequence-dp-31/,https://leetcode.com/problems/shortest-common-supersequence/,https://www.codingninjas.com/studio/problems/shortest-common-supersequence_4244493?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Distinct Subsequences| (DP-32),https://takeuforward.org/data-structure/distinct-subsequences-dp-32/,https://leetcode.com/problems/distinct-subsequences/,https://www.codingninjas.com/studio/problems/subsequence-counting_3755256?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Edit Distance | (DP-33),https://takeuforward.org/data-structure/edit-distance-dp-33/,https://leetcode.com/problems/edit-distance/,https://www.codingninjas.com/studio/problems/shortest-common-supersequence_4244493?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Wildcard Matching | (DP-34),https://takeuforward.org/data-structure/wildcard-matching-dp-34/,https://leetcode.com/problems/wildcard-matching/,https://www.codingninjas.com/studio/problems/wildcard-pattern-matching_701650?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Best Time to Buy and Sell Stock |(D…,https://takeuforward.org/data-structure/stock-buy-and-sell-dp-35/,https://leetcode.com/problems/best-time-to-buy-and-sell-stock/,https://www.codingninjas.com/studio/problems/best-time-to-buy-and-sell-stock_893405?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Buy and Sell Stock - II|(DP-36),https://takeuforward.org/data-structure/buy-and-sell-stock-ii-dp-36/,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii/,https://www.codingninjas.com/studio/problems/best-time-to-buy-and-sell-stock-ii_630282?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Buy and Sell Stocks III|(DP-37),https://takeuforward.org/data-structure/buy-and-sell-stock-iii-dp-37/,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii/description/,https://www.codingninjas.com/studio/problems/best-time-to-buy-and-sell-stock-iii_1071012?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Buy and Stock Sell IV |(DP-38),https://takeuforward.org/data-structure/buy-and-sell-stock-iv-dp-38/,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv/,https://www.codingninjas.com/studio/problems/best-time-to-buy-and-sell-stock-iv_1080698?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Buy and Sell Stocks With Cooldown|(…,https://takeuforward.org/data-structure/buy-and-sell-stocks-with-cooldown-dp-39/,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown/,https://www.codingninjas.com/studio/problems/best-time-to-buy-and-sell-stock-with-cooldown_3125969?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Buy and Sell Stocks With Transactio…,https://takeuforward.org/data-structure/buy-and-sell-stocks-with-transaction-fees-dp-40/,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/,https://www.codingninjas.com/studio/problems/best-time-to-buy-and-sell-stock-with-transaction-fee_3118974?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Longest Increasing Subsequence |(DP…,https://takeuforward.org/data-structure/longest-increasing-subsequence-binary-search-dp-43/,,https://www.codingninjas.com/studio/problems/longest-increasing-subsequence_630459?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Printing Longest Increasing Subsequ…,https://takeuforward.org/data-structure/printing-longest-increasing-subsequence-dp-42/,,https://www.codingninjas.com/studio/problems/printing-longest-increasing-subsequence_8360670?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
